"Name","eval/fineweb/Perplexity","eval/fineweb/CrossEntropyLoss","val_loss","ratio","params","tokens","total_flops","model.vocab_size","device_train_microbatch_size","optimizer.learning_rate","State","Notes","User","Tags","Created","Runtime","Sweep","canceled_check_interval","compile.mode","console_log_interval","datasets.drop_last","datasets.generate_attention_mask","datasets.load_extra_data_to_ram","datasets.memmap_dtype","datasets.name","datasets.num_workers","datasets.pad_direction","datasets.paths","datasets.persistent_workers","datasets.pin_memory","datasets.prefetch_factor","datasets.timeout","datasets.tokenizer_used","datatrove_dataset","device_eval_batch_size","device_train_batch_size","device_train_grad_accum","dry_run","eval_interval","eval_on_load","eval_subset_num_batches","evaluators","extra_steps_after_cancel","fsdp.precision","fsdp.sharding_strategy","fsdp.use_orig_params","gen1_gc_interval","just_score_model","load_path","max_duration","max_grad_norm","model.a_mx_format","model.activation_type","model.alibi","model.attention_dropout","model.alibi_bias_max","model.attention_layer_norm","model.attention_layer_norm_with_affine","model.bias_for_layer_norm","model.block_group_size","model.block_type","model.context_length","model.d_model","model.embedding_dropout","model.embedding_size","model.eos_token_id","model.flash_attention","model.include_bias","model.init_device","model.init_fn","model.init_std","model.layer_norm_type","model.layer_norm_with_affine","model.mlp_ratio","model.multi_query_attention","model.n_heads","model.n_layers","model.pad_token_id","model.precision","model.residual_dropout","model.rope","model.rope_full_precision","model.scale_logits","model.w_mx_format","model.weight_tying","no_pre_train_checkpoint","precision","python_profiling","requeue","reset_optimizer_state","reset_trainer_state","restore_dataloader","run_name","save_data_indices","save_folder","save_interval","save_interval_unsharded","save_num_checkpoints_to_keep","save_num_unsharded_checkpoints_to_keep","save_overwrite","scheduler.alpha_f","scheduler.name","scheduler.t_warmup","scheduler.units","score_hf","seed","sharded_checkpointer","speed_monitor.window_size","tokenizer.identifier","tokenizer.truncate_direction","training.batch_size","System/Peak GPU Memory (MB)","eval/downstream/arc_challenge_test_len_norm","eval/downstream/arc_easy_test_acc","eval/downstream/boolq_test_acc","eval/downstream/hellaswag_test_ctx_ce_loss","eval/downstream/hellaswag_test_len_norm","eval/downstream/openbook_qa_test_ctx_ce_loss","eval/downstream/openbook_qa_test_len_norm","eval/downstream/piqa_test_ctx_ce_loss","eval/downstream/piqa_test_len_norm","eval/downstream/sciq_test_acc","eval/downstream/winogrande_test_acc","eval/downstream_ce_loss/arc_challenge_test_ce_loss","eval/downstream_ce_loss/arc_easy_test_ce_loss","eval/downstream_ce_loss/boolq_test_ce_loss","eval/downstream_ce_loss/hellaswag_test_ce_loss","eval/downstream_ce_loss/openbook_qa_test_ce_loss","eval/downstream_ce_loss/piqa_test_ce_loss","eval/downstream_ce_loss/sciq_test_ce_loss","eval/downstream_ce_loss/winogrande_test_ce_loss","eval/redpajama_val/Perplexity","softmax_auxiliary_loss"
"bfloat32","","","1.7301928997039795","13.781850986397702","72717120","1002176512","437344829577312000","32100","128","0.0008","finished","-","","watching","2025-04-02T19:34:43.000Z","577","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","382","false","100","[{""device_eval_batch_size"":null,""sft"":false,""data"":{""pin_memory"":false,""memmap_dtype"":""uint16"",""prefetch_factor"":null,""paths"":null,""timeout"":0,""datasets"":{""redpajama_val"":""redpajama-val""},""tokenizer_used"":null,""extra_data_paths"":null,""load_extra_data_to_ram"":false,""name"":null,""seed"":null,""drop_last"":true,""index_path"":null,""pad_direction"":""right"",""weighted_paths"":null,""persistent_workers"":false,""num_workers"":0,""extra_data_key"":null,""label_mask_paths"":null,""generate_attention_mask"":false},""type"":""lm"",""label"":""redpajama"",""ce_wrapper"":false,""sft_use_label"":false,""subset_num_batches"":null,""ctx_ce_wrapper"":false}]","10","mixed","FULL_SHARD","true","1","false","","3823","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","576","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","9","9","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8794040_14","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_14/","1000","100000","1","1","true","0.1","cosine_with_warmup","764","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10771.8623046875","","","","","","","","","","","","","","","","","","","","5.64174222946167","false"
"bfloat32","","","1.7353715896606443","21.704077395414583","57950720","1257766912","437344829577312000","32100","128","0.0008","finished","-","","watching","2025-04-02T19:30:16.000Z","626","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","479","false","100","[{""type"":""lm"",""label"":""redpajama"",""subset_num_batches"":null,""device_eval_batch_size"":null,""sft"":false,""data"":{""seed"":null,""paths"":null,""pin_memory"":false,""memmap_dtype"":""uint16"",""label_mask_paths"":null,""timeout"":0,""datasets"":{""redpajama_val"":""redpajama-val""},""drop_last"":true,""index_path"":null,""extra_data_key"":null,""tokenizer_used"":null,""weighted_paths"":null,""name"":null,""prefetch_factor"":null,""extra_data_paths"":null,""load_extra_data_to_ram"":false,""generate_attention_mask"":false,""num_workers"":0,""pad_direction"":""right"",""persistent_workers"":false},""ce_wrapper"":false,""sft_use_label"":false,""ctx_ce_wrapper"":false}]","10","mixed","FULL_SHARD","true","1","false","","4798","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","512","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","8","8","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8794040_13","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_13/","1000","100000","1","1","true","0.1","cosine_with_warmup","959","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10731.8662109375","","","","","","","","","","","","","","","","","","","","5.671034812927246","false"
"bfloat32","","","1.7538838386535645","35.13930753048999","45544128","1600389120","437344829577312000","32100","128","0.0008","finished","-","","watching","2025-04-02T19:21:20.000Z","670","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","610","false","100","[{""sft_use_label"":false,""ctx_ce_wrapper"":false,""subset_num_batches"":null,""device_eval_batch_size"":null,""sft"":false,""data"":{""paths"":null,""weighted_paths"":null,""prefetch_factor"":null,""extra_data_paths"":null,""label_mask_paths"":null,""name"":null,""seed"":null,""drop_last"":true,""num_workers"":0,""tokenizer_used"":null,""timeout"":0,""datasets"":{""redpajama_val"":""redpajama-val""},""pin_memory"":false,""extra_data_key"":null,""persistent_workers"":false,""load_extra_data_to_ram"":false,""generate_attention_mask"":false,""index_path"":null,""memmap_dtype"":""uint16"",""pad_direction"":""right""},""ce_wrapper"":false,""type"":""lm"",""label"":""redpajama""}]","10","mixed","FULL_SHARD","true","1","false","","6105","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","448","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","7","7","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8794040_12","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_12/","1000","100000","1","1","true","0.1","cosine_with_warmup","1221","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10697.4189453125","","","","","","","","","","","","","","","","","","","","5.776996612548828","false"
"bfloat32","","","1.823858618736267","102.77775080808932","26630720","2737045504","437344829577312000","32100","128","0.0008","finished","-","","watching","2025-04-02T19:09:17.000Z","926","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","1044","false","100","[{""device_eval_batch_size"":null,""data"":{""index_path"":null,""pad_direction"":""right"",""tokenizer_used"":null,""timeout"":0,""pin_memory"":false,""weighted_paths"":null,""extra_data_paths"":null,""persistent_workers"":false,""name"":null,""paths"":null,""extra_data_key"":null,""drop_last"":true,""num_workers"":0,""memmap_dtype"":""uint16"",""prefetch_factor"":null,""label_mask_paths"":null,""load_extra_data_to_ram"":false,""generate_attention_mask"":false,""seed"":null,""datasets"":{""redpajama_val"":""redpajama-val""}},""type"":""lm"",""label"":""redpajama"",""ce_wrapper"":false,""ctx_ce_wrapper"":false,""sft"":false,""sft_use_label"":false,""subset_num_batches"":null}]","10","mixed","FULL_SHARD","true","1","false","","10441","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","320","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","5","5","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8794040_10","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_10/","1000","100000","1","1","true","0.1","cosine_with_warmup","2088","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10644.3564453125","","","","","","","","","","","","","","","","","","","","6.195719242095947","false"
"bfloat32","","","1.783177137374878","58.81449645297234","35202432","2070413312","437344829577312000","32100","128","0.0008","finished","-","","watching","2025-04-02T19:06:39.000Z","766","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","789","false","100","[{""data"":{""timeout"":0,""drop_last"":true,""index_path"":null,""pin_memory"":false,""pad_direction"":""right"",""extra_data_paths"":null,""label_mask_paths"":null,""name"":null,""paths"":null,""datasets"":{""redpajama_val"":""redpajama-val""},""num_workers"":0,""extra_data_key"":null,""weighted_paths"":null,""seed"":null,""memmap_dtype"":""uint16"",""tokenizer_used"":null,""prefetch_factor"":null,""load_extra_data_to_ram"":false,""persistent_workers"":false,""generate_attention_mask"":false},""label"":""redpajama"",""ctx_ce_wrapper"":false,""sft"":false,""type"":""lm"",""ce_wrapper"":false,""sft_use_label"":false,""subset_num_batches"":null,""device_eval_batch_size"":null}]","10","mixed","FULL_SHARD","true","1","false","","7898","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","384","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","6","6","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8794040_11","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_11/","1000","100000","1","1","true","0.1","cosine_with_warmup","1579","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10668.5966796875","","","","","","","","","","","","","","","","","","","","5.948726654052734","false"
"bfloat32","","","1.8851828575134275","191.01783631478932","19534080","3731357696","437344829577312000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:44:51.000Z","1101","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","1423","false","100","[{""sft"":false,""data"":{""label_mask_paths"":null,""load_extra_data_to_ram"":false,""name"":null,""paths"":null,""index_path"":null,""num_workers"":0,""persistent_workers"":false,""generate_attention_mask"":false,""timeout"":0,""pad_direction"":""right"",""seed"":null,""datasets"":{""redpajama_val"":""redpajama-val""},""drop_last"":true,""tokenizer_used"":null,""weighted_paths"":null,""pin_memory"":false,""memmap_dtype"":""uint16"",""extra_data_key"":null,""prefetch_factor"":null,""extra_data_paths"":null},""type"":""lm"",""label"":""redpajama"",""ce_wrapper"":false,""ctx_ce_wrapper"":false,""subset_num_batches"":null,""sft_use_label"":false,""device_eval_batch_size"":null}]","10","mixed","FULL_SHARD","true","1","false","","14234","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","256","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","4","4","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8794040_9","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_9/","1000","100000","1","1","true","0.1","cosine_with_warmup","2846","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10624.658203125","","","","","","","","","","","","","","","","","","","","6.587559223175049","false"
"bfloat32","","","1.8820884227752688","2.727973484727831","110508992","301465600","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:31:06.000Z","364","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","115","false","100","[{""ce_wrapper"":false,""ctx_ce_wrapper"":false,""subset_num_batches"":null,""device_eval_batch_size"":null,""sft_use_label"":false,""sft"":false,""data"":{""seed"":null,""paths"":null,""drop_last"":true,""num_workers"":0,""memmap_dtype"":""uint16"",""prefetch_factor"":null,""timeout"":0,""index_path"":null,""pin_memory"":false,""weighted_paths"":null,""load_extra_data_to_ram"":false,""generate_attention_mask"":false,""pad_direction"":""right"",""extra_data_paths"":null,""label_mask_paths"":null,""persistent_workers"":false,""name"":null,""datasets"":{""redpajama_val"":""redpajama-val""},""extra_data_key"":null,""tokenizer_used"":null},""type"":""lm"",""label"":""redpajama""}]","10","mixed","FULL_SHARD","true","1","false","","1150","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","704","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","11","11","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8784790_8","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_8/","1000","100000","1","1","true","0.1","cosine_with_warmup","230","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","12055.013671875","","","","","","","","","","","","","","","","","","","","6.567205429077148","false"
"bfloat32","","","1.8622450828552248","4.1006241080367225","90138240","369623040","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:30:05.000Z","364","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","141","false","100","[{""sft"":false,""data"":{""name"":null,""paths"":null,""timeout"":0,""index_path"":null,""extra_data_key"":null,""prefetch_factor"":null,""load_extra_data_to_ram"":false,""datasets"":{""redpajama_val"":""redpajama-val""},""drop_last"":true,""pad_direction"":""right"",""weighted_paths"":null,""extra_data_paths"":null,""persistent_workers"":false,""generate_attention_mask"":false,""seed"":null,""num_workers"":0,""label_mask_paths"":null,""pin_memory"":false,""memmap_dtype"":""uint16"",""tokenizer_used"":null},""type"":""lm"",""sft_use_label"":false,""subset_num_batches"":null,""device_eval_batch_size"":null,""label"":""redpajama"",""ce_wrapper"":false,""ctx_ce_wrapper"":false}]","10","mixed","FULL_SHARD","true","1","false","","1410","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","640","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","10","10","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8784790_7","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_7/","1000","100000","1","1","true","0.1","cosine_with_warmup","282","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10889.1416015625","","","","","","","","","","","","","","","","","","","","6.438174724578857","false"
"bfloat32","","","1.8466763496398928","9.924707337544728","57950720","575143936","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:21:59.000Z","385","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","219","false","100","[{""ctx_ce_wrapper"":false,""ce_wrapper"":false,""sft_use_label"":false,""subset_num_batches"":null,""device_eval_batch_size"":null,""sft"":false,""data"":{""paths"":null,""timeout"":0,""index_path"":null,""tokenizer_used"":null,""weighted_paths"":null,""seed"":null,""datasets"":{""redpajama_val"":""redpajama-val""},""num_workers"":0,""memmap_dtype"":""uint16"",""pad_direction"":""right"",""extra_data_key"":null,""name"":null,""prefetch_factor"":null,""extra_data_paths"":null,""label_mask_paths"":null,""persistent_workers"":false,""load_extra_data_to_ram"":false,""generate_attention_mask"":false,""drop_last"":true,""pin_memory"":false},""type"":""lm"",""label"":""redpajama""}]","10","mixed","FULL_SHARD","true","1","false","","2194","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","512","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","8","8","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8784790_5","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_5/","1000","100000","1","1","true","0.1","cosine_with_warmup","438","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10731.8662109375","","","","","","","","","","","","","","","","","","","","6.338716983795166","false"
"bfloat32","","","1.857335329055786","6.301510730898033","72717120","458227712","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:21:54.000Z","384","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","174","false","100","[{""device_eval_batch_size"":null,""sft"":false,""type"":""lm"",""ce_wrapper"":false,""ctx_ce_wrapper"":false,""subset_num_batches"":null,""data"":{""prefetch_factor"":null,""extra_data_paths"":null,""label_mask_paths"":null,""seed"":null,""timeout"":0,""pin_memory"":false,""weighted_paths"":null,""name"":null,""datasets"":{""redpajama_val"":""redpajama-val""},""index_path"":null,""pad_direction"":""right"",""persistent_workers"":false,""generate_attention_mask"":false,""drop_last"":true,""load_extra_data_to_ram"":false,""tokenizer_used"":null,""paths"":null,""num_workers"":0,""memmap_dtype"":""uint16"",""extra_data_key"":null},""label"":""redpajama"",""sft_use_label"":false}]","10","mixed","FULL_SHARD","true","1","false","","1748","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","576","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","9","9","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8784790_6","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_6/","1000","100000","1","1","true","0.1","cosine_with_warmup","349","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10771.8623046875","","","","","","","","","","","","","","","","","","","","6.406642436981201","false"
"bfloat32","","","1.859703063964844","16.064505703128184","45544128","731643904","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:11:32.000Z","401","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","279","false","100","[{""ce_wrapper"":false,""ctx_ce_wrapper"":false,""subset_num_batches"":null,""sft"":false,""data"":{""weighted_paths"":null,""prefetch_factor"":null,""extra_data_paths"":null,""persistent_workers"":false,""drop_last"":true,""pad_direction"":""right"",""seed"":null,""paths"":null,""timeout"":0,""datasets"":{""redpajama_val"":""redpajama-val""},""memmap_dtype"":""uint16"",""tokenizer_used"":null,""label_mask_paths"":null,""name"":null,""index_path"":null,""pin_memory"":false,""extra_data_key"":null,""load_extra_data_to_ram"":false,""generate_attention_mask"":false,""num_workers"":0},""type"":""lm"",""label"":""redpajama"",""sft_use_label"":false,""device_eval_batch_size"":null}]","10","mixed","FULL_SHARD","true","1","false","","2791","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","448","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","7","7","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8784790_4","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_4/","1000","100000","1","1","true","0.1","cosine_with_warmup","558","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10697.4189453125","","","","","","","","","","","","","","","","","","","","6.421829700469971","false"
"bfloat32","","","1.8787685632705688","26.897690705005836","35202432","946864128","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:09:45.000Z","463","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","361","false","100","[{""sft"":false,""label"":""redpajama"",""sft_use_label"":false,""ctx_ce_wrapper"":false,""subset_num_batches"":null,""device_eval_batch_size"":null,""data"":{""name"":null,""seed"":null,""drop_last"":true,""tokenizer_used"":null,""generate_attention_mask"":false,""datasets"":{""redpajama_val"":""redpajama-val""},""pin_memory"":false,""num_workers"":0,""memmap_dtype"":""uint16"",""pad_direction"":""right"",""weighted_paths"":null,""prefetch_factor"":null,""extra_data_paths"":null,""index_path"":null,""extra_data_key"":null,""persistent_workers"":false,""load_extra_data_to_ram"":false,""paths"":null,""timeout"":0,""label_mask_paths"":null},""type"":""lm"",""ce_wrapper"":false}]","10","mixed","FULL_SHARD","true","1","false","","3612","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","384","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","6","6","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8784790_3","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_3/","1000","100000","1","1","true","0.1","cosine_with_warmup","722","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10668.5966796875","","","","","","","","","","","","","","","","","","","","6.545439720153809","false"
"bfloat32","","","1.9098111391067505","46.99367707669939","26630720","1251475456","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T18:00:16.000Z","490","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","477","false","100","[{""subset_num_batches"":null,""data"":{""timeout"":0,""extra_data_key"":null,""persistent_workers"":false,""generate_attention_mask"":false,""name"":null,""datasets"":{""redpajama_val"":""redpajama-val""},""tokenizer_used"":null,""prefetch_factor"":null,""paths"":null,""drop_last"":true,""pad_direction"":""right"",""weighted_paths"":null,""seed"":null,""index_path"":null,""pin_memory"":false,""num_workers"":0,""memmap_dtype"":""uint16"",""extra_data_paths"":null,""label_mask_paths"":null,""load_extra_data_to_ram"":false},""sft_use_label"":false,""device_eval_batch_size"":null,""sft"":false,""type"":""lm"",""label"":""redpajama"",""ce_wrapper"":false,""ctx_ce_wrapper"":false}]","10","mixed","FULL_SHARD","true","1","false","","4774","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","320","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","5","5","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8784790_2","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_2/","1000","100000","1","1","true","0.1","cosine_with_warmup","954","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10644.3564453125","","","","","","","","","","","","","","","","","","","","6.7518134117126465","false"
"bfloat32","","","1.962929964065552","87.34966253849682","19534080","1706295296","200000000000000000","32100","128","0.0008","finished","-","","watching","2025-04-02T17:46:25.000Z","598","","50","default","10","true","false","false","uint16","algebraic-stack","16","right","/n/holylfs06/LABS/kempner_shared/Everyone/testbed/text/redpajama-v1/tokenized/t5-base/arxiv","true","true","16","0","t5-base","false","64","32","0","false","650","false","100","[{""type"":""lm"",""label"":""redpajama"",""sft_use_label"":false,""device_eval_batch_size"":null,""sft"":false,""ce_wrapper"":false,""ctx_ce_wrapper"":false,""subset_num_batches"":null,""data"":{""paths"":null,""num_workers"":0,""extra_data_key"":null,""persistent_workers"":false,""name"":null,""datasets"":{""redpajama_val"":""redpajama-val""},""drop_last"":true,""pin_memory"":false,""pad_direction"":""right"",""weighted_paths"":null,""prefetch_factor"":null,""extra_data_paths"":null,""timeout"":0,""memmap_dtype"":""uint16"",""tokenizer_used"":null,""label_mask_paths"":null,""load_extra_data_to_ram"":false,""seed"":null,""index_path"":null,""generate_attention_mask"":false}}]","10","mixed","FULL_SHARD","true","1","false","","6509","1","bfloat16","gelu","false","0","8","true","true","false","1","sequential","512","256","0","32100","2","false","false","meta","mitchell","0.02","default","true","4","false","4","4","0","amp_bf16","0","true","true","false","bfloat16","false","false","amp_bf16","false","true","false","false","true","olmo_8783168_1","false","/n/netscratch/sham_lab/Lab/chloe00/ckpts/flops_bfloat16_bfloat16_1/","1000","100000","1","1","true","0.1","cosine_with_warmup","1301","steps","false","0","torch_legacy","1","google-t5/t5-base","right","512","10624.658203125","","","","","","","","","","","","","","","","","","","","7.120158672332764","false"